channel_id,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos,new_tags,Month
CHtfriF,People & Blogs,PT11M55S,"['강성훈', '중소기업웹드', '이과장', '중소기업', '조충범', '좋좋소', '이미나', '충소기업 드라마', '빠니보틀', '중낳괴']","※ 실제 장소나 인물, 회사 등과는 관계 없는 픽션입니다.00:25 레디큐_90%할인가로_사는_꿀팁.tip이과장님처럼 쏘스윗한..💕 직장 동료가 되고 싶다면?오직 좋좋소 시청자분들만을 위해 준비한 히든 페이지에서좋좋소 특별 할인가로 레디큐를 만나보세요😘 👉https://bit.ly/2PmaA89이세화 - 통닭천사(https://youtube.com/channel/UCCzRvbziSmRY-ZYVmCnSBfw)면접자 - 뷰티풀너드(https://youtube.com/channel/UCe9f9MVu4WVCA3tVWtgSswA)이예영 - 진아진(https://instagram.com/jinactor_?igshid=2v5krtif1jxo)백진상 - 김경민(배우)조충범 - 남현우(https://instagram.com/korea_grandson)이미나 - 김태영(https://www.instagram.com/harukxxprofile)정사장 - 강성훈(https://www.youtube.com/channel/UClQDmyz9V93lA1mz2VG51ZA)정이사 - 조정우(https://instagram.com/brix_oddball)이과장 - 이과장(https://instagram.com/managerlee18)나레이션 - 여행자메이(https://youtube.com/c/TravelerMay)촬영 - 이태동(https://instagram.com/t.d_lee)음악 - 조정우(https://www.youtube.com/channel/UCJ-Q5uiqn8ycKEPzBxTOB0A)총 감독 - 빠니보틀(https://www.youtube.com/channel/UCNhofiqfw5nl-NeDJkXtPvw)",2021-04-02,2021-04-02,46,46,583728,583728,8523,8523,140,140,3036,3036,344000,344000,65564435,65564435,222,222,이과장,3
CHCA4-e,Sports,PT23M51S,"['강철부대 특전사', '채널a 강철부대', '강철부대 박중사', '강철부대 hid', '강철부대박수민', '강철부대sdt', '강철부대턱걸이', '강철부대ssu', '특수부대', '강철부대1', '강철부대 이진봉', '참호격투', '강철부대 1부', '강철부대김상욱', '강철부대 해병수색대', '스파이더 챌린지', '강철부대 udt', '대테러부대', '해상특수부대', '강철부대 딥시다이버', '강철부대 육준서', '강철부대 박준우', '이근', '강철부대해양결찰특공대', '강철부대 격투기 선수', '특전사707', '특전사', '강철부대리뷰', '이진봉', '강철부대 707', '강철부대']",특전사 hid 출신이 바라보는 강철부대 리뷰...,2021-03-31,2021-04-02,22,47,124044,194431,1096,1482,43,64,498,606,31700,32100,9374477,9645863,155,155,강철부대,3
CHH3mJ-,News & Politics,PT1M3S,"['롯데월드그림', '중앙일보', '롯데월드몰', '롯데월드몰그림', '그라피티', '거리의소음']",서울 송파구 롯데월드몰에 전시 중인 세계적인 작가의 그라피티 작품이 훼손된 채 발견됐다. 작품을 훼손한 이들은 “벽에 낙서가 돼 있구 붓과 페인트가 있다보니 낙서를 해도 되는 줄 알았다”고 이야기한 것으로 전해졌다. 29일 경찰 등에 따르면 전날 오후 1시 40분께 20대 남녀가 롯데월드몰 지하 1층에서 진행 중인 ‘STREET NOISE’(거리의 소음) 전시회에 출품된 존원의 작품 ‘Untitled’(무제)에 청록색 붓 자국을 남겼다.#롯데월드몰 #그라피티 #롯데월드몰그림,2021-03-31,2021-04-02,5,35,353823,550940,794,1303,84,135,2000,3204,86300,86500,74053583,74661644,4961,4971,윤여정,3
CH_U34U,News & Politics,PT19M54S,"['짧은 그알', '캐스팅디렉터 사칭', '박은석 고소인', '그것이 알고싶다', '박은석 고소', '그것이알고싶다 다시보기', '그것이알고싶다 1254', '캐스팅디렉터 조씨', '그알', '그것이알고싶다', '짧은그알', '김호영', '캐스팅디렉터', '은별이 사건', '최희', '박은석 명예훼손 고소']","#그것이알고싶다 #짧은그알 #캐스팅디렉터의비밀그것이 알고싶다 1254회 (2021.03.27 방송) 어느 캐스팅디렉터의 비밀 - 억울한 피해자인가, 덫을 놓은 사냥꾼인가연출 : 이동원풀영상 다시보기▶ 그알 홈페이지 : http://tv.sbs.co.kr/docu/▶ 웨이브(wavve) : https://www.wavve.com/",2021-03-31,2021-04-02,7,31,765372,1040985,11399,14716,174,232,1841,2235,991000,993000,218866453,219914922,425,426,그것이알고싶다,3
CHweOkP,Entertainment,PT4M40S,"['라이브', 'kpop', '아이돌', 'live', '원더케이 오리지널', 'iu', '라일락', 'idol', '1thek original', '음악', '멜론', '원더케이', '1thek', '아이유', 'top100', 'lilac', 'original']","[MV] IU(아이유)_LILAC(라일락)K-POP Wonderland, 1theKK-POP의 모든 즐거움을 1theK(원더케이)에서 만나보세요! :)Welcome to the official YouTube channel of K-POP Wonderland, 1theK1theK Originals Subscribe 👉 https://www.youtube.com/1theKOriginals[Notice] 1theK YouTube is also an official channel for the MV, and music shows will count the views from this channel too.[공지] 1theK YouTube는 MV를 유통하는 공식 채널로, 1theK에 업로드된 MV 조회수 또한 음악방송 순위에 반영됩니다.#NEWRELEASE#MV#1theK#원더케이▶1theK YT : https://www.youtube.com/1theK▶1theK FB  : http://www.facebook.com/1theK▶1theK TW : https://twitter.com/1theK▶1theK Kakao : https://goo.gl/otRpZc▶1theK TikTok : https://vt.tiktok.com/2mSMBS",2021-03-27,2021-04-01,1,34,8553414,17717820,825421,1086166,9096,15439,47712,57979,22200000,22300000,19311654452,19375997817,14209,14236,1thek,3
CHyn-K7,People & Blogs,PT10M20S,"['라면10개', '차가운물', '물리학자', '실험', '찬물', '백종원', '라멘', '라면', '10봉지', '끓는물', '뜨거운물']","#백종원 #찬물라면 #실험얼마 전 화제가 됐던 '찬물라면' 직접 테스트 해보았습니다!1개 끓일 때와 10개 끓일 때, 두 가지를 실험해봤는데요결과는 어떨지 궁금하시죠?!There's a lot of talk around cold water ramyun these days, so I tried it out myself!I tried it two ways: cooking one pack and ten packs at once.Guess how it turned out!한식을 사랑하는 외국인분들을 위해 외국어 자막을 첨부하였습니다.본 영상의 자막은 통합 언어 플랫폼 ‘플리토’와 함께 합니다.Subtitles in foreign languages are provided for everyone who loves Korean food.All subtitles are provided by an integrated language platform, Flitto.https://www.flitto.com/business/video-translation",2021-04-02,2021-04-03,4,16,902045,1192446,8018,9702,352,463,1761,2102,4890000,4890000,441712693,442880272,292,292,10봉지,3
CHNk_Ik,Music,PT3M34S,"['baekhyun', 'bambi', 'bambi  the 3rd mini album']",Provided to YouTube by SM EntertainmentBambi · BAEKHYUNBambi - The 3rd Mini Album℗ 2021 SM EntertainmentReleased on: 2021-03-30Lyricist: DEEZLyricist: SAAYComposer: DEEZComposer: YUNSUComposer: SAAYComposer: Adrian McKinnonArranger: DEEZArranger: YUNSUAuto-generated by YouTube.,2021-04-01,2021-04-02,10,16,215565,320491,9454,11711,82,143,5,5,172000,173000,36698741,37293745,52,52,bambi,3
CHV3i3l,Comedy,PT11M1S,"['디스코', '존잘남', '정승빈', '미녀', '깨방정댄스', '깨방정', '존예녀', '깨방정디스코', '몰카', '깨방정춤', '개그맨']",#깨방정 #몰카 #정승빈#훈남 #존잘남 #몸짱 #피트니스모델 #박영호#재밌는영상 #웃긴영상 #몰래카메라 #prank #kprank #koreanprank,2021-03-29,2021-04-01,16,48,445927,611525,4930,5673,296,518,565,624,555000,557000,150769748,151779309,310,311,개그맨,3
CHaKod3,Entertainment,PT18M11S,"['runninman', '신규진', 'kim jong kook', '런닝맨', 'song ji hyo', 'gary', '김보성', '뒷머리', '핫이슈', 'yang se chan', '하하', 'jeon so min', 'runningman', 'yoo jae suk', '김종국', '송지효', '양세찬', '전소민', '의리', 'haha', '유재석', 'sbs', '이광수', 'ji seok jin', 'lee kwang soo', '지석진']","4대 엔터사 기자회견에 등장한 제시, 유산슬, 사이코러스!《런닝맨 / 예능맛ZIP / RunningMan 》자금 없이는 움직이지 않는 엔터의 세계#예능맛ZIP​​ #런닝맨​​ #Runningman",2021-04-01,2021-04-01,30,30,592530,592530,7995,7995,147,147,618,618,2290000,2290000,2814638730,2814638730,53192,53192,ji,3
CHaKod3,Entertainment,PT15M43S,"['runninman', '신규진', 'kim jong kook', '런닝맨', 'song ji hyo', 'gary', '김보성', '뒷머리', '핫이슈', 'yang se chan', '하하', 'jeon so min', 'runningman', 'yoo jae suk', '김종국', '송지효', '양세찬', '전소민', '의리', 'haha', '유재석', 'sbs', '이광수', 'ji seok jin', 'lee kwang soo', '지석진']",김종국 비웃는 이광수.zip《런닝맨 / 예능맛ZIP / RunningMan 》당해보면 의외로 큰 데미지..#예능맛ZIP​​ #런닝맨​​ #Runningman,2021-04-01,2021-04-01,24,24,852156,852156,9547,9547,182,182,1029,1029,2290000,2290000,2814638730,2814638730,53192,53192,ji,3
CHTnafh,Entertainment,PT16M41S,"['넉살', '간식게임', '햇님 먹방', 'eunwoo', '피오', 'sanha', '우산즈', 'key', '도레미마켓', '한해', '입짧은햇님', '혜리', '태연 혜리', '혜리 태연', 'diggle', '걸스데이', '다듀', '놀라운 토요일 간식게임', '놀토 선공개', '붐', '놀토 예고', 'astro', '도레미가족', '차은우', '놀라운토요일', '혜리 드라마', 'shinee', 'tvn d ent', 'block b', '놀토 비하인드', '디글', 'hyeri', '박나래', '키', '티비냥 놀라운토요일', '놀토 미공개', '넉살 간식게임', 'doremi market', '놀토 직캠', '놀라운 토요일 혜리', '문세윤', '윤산하', '김동현', '다이나믹듀오', '태연', '혜리 모음', 'taeyeon', '모아봤zip', '차은우 혜리', '기출문제', 'tvn d classic', '놀토', '혜리 등장', '혜리 춤', '간식게임 혜리', '놀토 혜리', '아스트로', 'amazing saturday', '티비냥', 'po', '신동엽', '놀토 혜리 모음']","#놀라운토요일내 영상 보러 왔구나? #도레미가족❤ 사랑아 놀토해 🧡도레미와 함께하는 놀라운 토요일구독하쟈📌, 알림받쟈🔔, 읏쨔~!☞ https://www.youtube.com/channel/UCTnafh2iyIWh7MhcGBmGU0g?sub_confirmation=1",2021-04-01,2021-04-02,6,15,233566,320677,4267,5103,47,66,349,428,116000,117000,57163592,57620583,1121,1123,놀토,3
CHNBfRy,People & Blogs,PT20M51S,"['장성규', '가짜사나이', '장성규 와이프', '만우절', '아는형님', '네고왕', 'fm장성규', '예능 레전드', '레전드', '임신', '장성규 유미', '예능 프로그램', '워크맨', '예능', '장성규 유튜브', '장성규 레전드', '임신테스트기', '시즌비시즌', '장성규 아들', 'jtbc', '장성규 라디오', '장성규니버스', '깜짝카메라', '샤넬백', '장난', '장성규 아내']",선 넘는 자의 유토피아 🌏장성규니버스🌏마이규미들 귬-하😘(3월 9일 라이브 당시 정한 구독자 애칭 ‘마이규미’ 편집본은 조만간 업로드 예정입니다😉😉)드디어!!!!! 성규네 셋째 등판???드디어!!!!! 성규가 샤넬백 선물???영혼을 갈아 넣은 장성규니버스 치트키 모음집드디어!!!!!! 공개🤟☄매주 수요일 오후 6시 공개 ☄구독 / 좋아요 / 알림 설정#임테기 #산통체험 #기절 #119,2021-04-02,2021-04-02,25,25,151282,151282,3016,3016,32,32,271,271,111000,111000,9023783,9023783,42,42,장성규,3
CH7Krez,Entertainment,PT42S,"['제딸을살해한놈들을', 'mafiacity', '돈버는법', '근황', '현실판', '러시아', 'lh', '마피아시티', '외국인', '대한민국']",10초든 30초든 그게 무슨 상관인데?#shorts,2021-03-28,2021-04-01,28,45,1121118,2172717,31266,48844,270,818,3499,4687,1110000,1120000,126619182,128992782,86,87,lh,3
CH68buD,Entertainment,PT6M20S,"['덕자', '덕자전성시대', '쿡방', '무물', '귀농', '먹방', '아프리카', '무보살', 'bj', '아프리카bj', '솥뚜껑']","※ 덕자의 발음에 대해 (참고 영상 https://youtu.be/tDufPUHdV3w)- 선천적으로 혀가 짧아 수술을 했는데도 불구하고 발음이 좋지 않아요.- 현재는 치아교정까지 하고 있기 때문에 더 좋지 않답니다.- 이해 부탁드려요 :)♥ 구독과 좋아요, 그리고 많은 댓글 써주세요!● 덕자의 아프리카TV 방송국 ▶ http://bj.afreecatv.com/110995● 덕자의 인스타그램 ▶ https://www.instagram.com/bbom_222/■ 광고 및 협찬 문의 ▶ dj_ent@usist.com",2021-04-02,2021-04-03,33,42,166982,252457,5063,5721,111,244,741,855,557000,557000,48960958,49096697,101,101,bj,3
CHYyLIl,Entertainment,PT11M1S,"['빚', '동치미', 'mbn', '친형', '가족', '소속사', '엄마', '다홍이랑엔터테인먼트', '형', '인스타', '횡령', '다홍이', '고양이', '박수홍', '100억']","00:00 아버지의 사업 실패03:47 친형에 대한 7년 전 언급 (2014년)06:20 엄앵란 씨의 진심어린 조언 (2014년)07:30 다홍이 스토리09:19 박수홍 최근 심경 고백 + 눈물방송인 박수홍이 친형에게 30년간 출연료를 떼이는 등 금전적인 피해를 입은 것으로 알려지면서 안타까움을 더하고 있습니다. 이런 가운데 7년 전인 2014년 방송에서도 가슴 아팠던 가족사를 직접 이야기하며, 눈물을 흘렸던 박수홍 씨가 앞으로는 꽃길만 걷기를 응원합니다.  ☞ MBN Entertainment 구독하기 : https://www.youtube.com/channel/UCYyLIlOJyqkAFKlVjzX5img?sub_confirmation=1#박수홍 #친형 #동치미 #MBN #고양이 #다홍이 #100억 #가족 #인스타 #소속사 #엄마 #다홍이랑엔터테인먼트 #빚 #형 #횡령",2021-04-02,2021-04-06,2,37,1223107,2342292,16107,26791,408,843,1876,2903,1270000,1280000,1255325258,1262024140,28722,28925,mbn,3
CHd4Fmc,Howto & Style,PT18M40S,"['making', '만들기', '3d프린터', '3dpen', '3d펜', '사나고', '3dprinting']","● 3D펜 사나고 샵https://smartstore.naver.com/sanago● SANAGO shop (For foreigners)http://sanago-en.com● 인스타그램https://www.instagram.com/sanago_kr/​● 3D펜카페 [사나고의 3D펜 비밀기지]https://cafe.naver.com/sanago​● Contact 광고문의uggnll@naver.com각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com​​      #사나고​​ #BMW미니​​ #3D펜​",2021-04-01,2021-04-03,9,39,525763,784071,16801,21095,193,288,3387,4030,2900000,2900000,349511300,350159195,131,132,3dpen,3
CHvW8no,Education,PT15M47S,"['인도 카스트 제도', '인도형 럭키', '조승연 작가', '화이트 타이거', '넷플릭스 화이트 타이거', '넷플릭스 화이트타이거', '화이트 타이거 결말', '화이트 타이거 넷플릭스', '럭키인코리아', '인도 영화 음악', '채널 354', '럭키 인도', '조승연의 탐구생활', 'india', '화이트 타이거 리뷰', '인도 화이트 타이거', '인도 계급 제도', '인도', '인도 역사 정리', '인도 영화 노래', '럭키 인디아', '조승연작가', '조승연 럭키', '럭키 인디아 레스토랑', '럭키', '탐구생활 럭키', '럭키인디아', '인도 카스트', '인도 계급 제도 역사', '인도 역사', '카스트', '카스트 제도 브라만', '조승연', '인도 영화 추천', '인도 영화', '카스트제도', '인도 추천 영화', 'white tiger', '넷플릭스 인도']",오늘은 🇮🇳인도형 #럭키 와 함께 넷플릭스 [화이트 타이거] 속의 계급 차별에 대한 이야기를 나눠보았습니다!럭키 인스타 ㅣ https://www.instagram.com/luckyinkorea유튜브 ㅣ https://bit.ly/31xHkhq채널 354유튜브 ㅣ https://bit.ly/3sBZbj8배우는 즐거움이 있는 본격 취미 탐구 라이프 채널!조승연의 탐구생활 🕵🏻‍♂️https://www.instagram.com/totalintelli​https://www.facebook.com/originvoca​#화이트타이거​ #럭키​ #넷플릭스​,2021-04-01,2021-04-02,17,22,155523,236212,6349,8313,54,79,446,591,999000,1000000,58877449,59076791,155,155,영국,3
CH46BbE,Entertainment,PT12M47S,"['틱톡핫템', 'elal', '개구리알', '팝잇', '유행 장난감', '찐득볼', '슬라임', '푸시팝', '틱톡유행', '띠미', '말랑이', '틱톡템']",안녕하세요!하고 싶은거 다 ~ 하고있는 엽기+병맛+발랄 예능 크리에이터 띠미입니다! (ᵔᗜᵔ*)♥▶업로드 : 화 목 일 or 월 화 목 일 오후 4시40분 ~ 5시 ▶유튜브 생방송 : 매주 토요일 6시 ~ 6시 30분(※ 사정에 의해 하루가 밀리거나 고정 업로드날에 업로드 안될 수 있는 점 양해 부탁드립니다.)띠미 인스타그램 ▶https://www.instagram.com/ddimmi96​비즈니스 문의 이메일 ▶ddimmi96@gmail.com,2021-04-02,2021-04-04,17,50,226941,302853,4467,5134,197,290,880,988,918000,918000,319085990,319487981,655,656,elal,3
CHP1CQH,Pets & Animals,PT8M42S,"['kucing', 'kedi', 'बिल्ली', 'cat', 'पिल्ला', '강아지', 'dog', 'köpek yavrusu', 'anak anjing', '사모예드', '고양이', 'puppy']","#MilkyBokiTan#밀키복이탄이시청해주셔서 감사합니다!-번역 / subs영어 / English : Sarah Lee스페인어 / Spanish : amigo coreano러시아어 / Russian : Surgey Urazov중국어(Chinese), 인도네시아어(Indonesian) : Monica Christina일본어 / Japanese : Yuri태국어 / Thai : Nart Piengpaj터키어 / Turkish : Wildcard.13▶ Profile묘종 : 노르웨이 숲 고양이이름 : 광복이성별 : 수컷생년월일 : 2018.08.15 ▶ Profile견종 : 사모예드 이름 : 밀키성별 : 수컷생년월일 : 2018.12.03▶ Profile묘종 : 길고양이(유기동물 보호소 구조묘, 코리안 숏헤어) 이름 : 탄이성별 : 수컷생년월일 : 2020년 4월 말 추정▶ ProfileName :  Gwang BokType : Norwegian ForestSex : maleBirth : 15.08.2018▶ ProfileName : MilkyType :  SamoyedSex : maleBirth :  03.12.2018▶ ProfileName : TanType :  Ginger Domestic Shorthair/TabbySex : maleBirth :  Late April, 2020(estimate)",2021-04-02,2021-04-03,40,45,562549,692866,37895,41025,362,458,5158,5386,1780000,1780000,465721247,466228704,293,294,anak,3
CH46BbE,Entertainment,PT7M19S,"['elal', '할아버지 몰카', '다이어트', '띠미', '몰카', '요요']",안녕하세요!하고 싶은거 다 ~ 하고있는 엽기+병맛+발랄 예능 크리에이터 띠미입니다! (ᵔᗜᵔ*)♥▶업로드 : 화 목 일 or 월 화 목 일 오후 4시40분 ~ 5시 ▶유튜브 생방송 : 매주 토요일 6시 ~ 6시 30분(※ 사정에 의해 하루가 밀리거나 고정 업로드날에 업로드 안될 수 있는 점 양해 부탁드립니다.)띠미 인스타그램 ▶https://www.instagram.com/ddimmi96​비즈니스 문의 이메일 ▶ddimmi96@gmail.com,2021-04-01,2021-04-02,37,48,183167,221045,3369,3654,106,139,298,316,918000,918000,318788961,319085990,655,655,elal,3
